Sequence_ID	Organism	Fwd_primer_name	Rev_primer_name	Specimen_voucher	Country	Note	Lat_Lon	Collection_date	Collected_by			
FISHCARD_miu_370.1	Esselenichthys carli	MiFish Teleost	MiFish Teleost	#04-44	USA	San Diego Co.: La Jolla Cove	"32.85N,117.2667W"	7-May-2004	"J Hyde & B Erisman, SIO grad. students"			
FISHCARD_miu_371.1	Kasatkia seigeli	MiFish Teleost	MiFish Teleost	#03-92	USA	Monterey Co.: Monterey Bay: south side of bay off Pacific Grove [“Erick’s Pinnacle”]	"36.6183N,121.915W"	22-Oct-2001	"G Bernardi [via RN Lea, Calif. Fish & Game]"			
FISHCARD_miu_372.1	Plectobranchus evides	MiFish Teleost	MiFish Teleost	NA	USA	NULL			NULL			
FISHCARD_miu_373.1	Peprilus simillimus	MiFish Teleost	MiFish Teleost	#02-13	USA	San Diego Co.: La Jolla:  SIO	"32.8667N,117.25W"	21-Feb-2002	"M Craig & J Fodrie, SIO"			
FISHCARD_miu_374.1	Syngnathus californiensis	MiFish Teleost	MiFish Teleost	NA	USA	NULL			NULL			
FISHCARD_miu_375.1	Synodus lacertinus	MiFish Teleost	MiFish Teleost	#99-28	Mexico	approx 6 km south of U.S. border	"32.4733N,117.175W"	8-Oct-1998	"S Lagos & party, City of San Diego"			
FISHCARD_miu_376.1	Synodus lucioceps	MiFish Teleost	MiFish Teleost	#02-72	USA	San Diego Co.: La Jolla:  near SIO	"32.8667N,117.25W"	18-Jun-2002	"M Craig, J Fodrie & M Newman, SIO grad. students"			
FISHCARD_miu_377.1	Tetragonurus cuvieri	MiFish Teleost	MiFish Teleost	#01-107	USA	3 mi off Santa Maria River	"35N,120.5W"		NULL			
FISHCARD_miu_378.1	Sphoeroides annulatus	MiFish Teleost	MiFish Teleost	#98-34	Mexico	Bahia de Los Angeles	"29N,113.5W"	25-Mar-1998	H Khim & P Ajtai			
FISHCARD_miu_379.1	Desmodema lorum	MiFish Teleost	MiFish Teleost	#93-296	USA	NULL	"34.7233N,121.9467W"	18-Nov-1993	"P Smith & party, NMFS"			
FISHCARD_miu_380.1	Assurger anzac	MiFish Teleost	MiFish Teleost	#94-141	Mexico	NULL	"31.15N,116.8833W"	20-Sep-1994	G Pregler			
FISHCARD_miu_381.1	Prionotus stephanophrys	MiFish Teleost	MiFish Teleost	#98-175	USA	San Diego Co.: off Imperial Beach	"32.5833N,117.1333W"	7-Mar-1996	"R Steele, commercial fisherman"			
FISHCARD_miu_382.1	Zaprora silenus	MiFish Teleost	MiFish Teleost	#94-239	USA	Aleutian Islands	"52.6583N,179.3633W"	9-Jul-1994	"HJ Walker, SIO & W Flerx & party, NMFS-Seattle"			
FISHCARD_miu_383.1	Lycenchelys crotalinus	MiFish Teleost	MiFish Teleost	#02-94	USA	off Point Sur	"36.35N,112.15W"	12-May-2002	"via:  RN Lea, Calif. Fish & Game"			
FISHCARD_miu_384.1	Lycodes cortezianus	MiFish Teleost	MiFish Teleost	NA	USA	NULL			NULL			
FISHCARD_miu_385.1	Lycodes diapterus	MiFish Teleost	MiFish Teleost	#95-2	USA	San Diego Co.: off Point Loma	"32.7367N,117.4033W"	4-Mar-1995	"R Rosenblatt & party, SIO"			
FISHCARD_miu_386.1	Lycodes pacificus	MiFish Teleost	MiFish Teleost	#97-192	USA	NULL	"41.255N,124.375W"	9-Jul-1995	A  Rocha  &  NMFS party			
FISHCARD_miu_387.1	Lyconema barbatum	MiFish Teleost	MiFish Teleost	NA	USA	NULL			NULL			
FISHCARD_miu_388.1	Eucinostomus argenteus	MiFish Teleost	MiFish Teleost	#04-86	Mexico	inside Puerto Escondido harbor	"25.8N,111.3333W"	28-Jul-2004	"M Craig & B Erisman, SIO grad. students"			
FISHCARD_miu_389.1	Ruscarius creaseri	MiFish Teleost	MiFish Teleost	#04-44	USA	San Diego Co.: La Jolla Cove	"32.85N,117.2667W"	7-May-2004	"J Hyde & B Erisman, SIO grad. students"			
FISHCARD_miu_390.1	Esselenichthys carli	MiFish Teleost	MiFish Teleost	#04-44	USA	San Diego Co.: La Jolla Cove	"32.85N,117.2667W"	7-May-2004	"J Hyde & B Erisman, SIO grad. students"			
FISHCARD_miu_391.1	Lampanyctus tenuiformis	MiFish Teleost	MiFish Teleost	#04-101	USA	NULL	"34.7N,123.25W"	2-Jul-2004	"D Bailey, SIO"			
FISHCARD_miu_392.1	Diodon holocanthus	MiFish Teleost	MiFish Teleost	#04-85	Mexico	"Puerto Escondido, exposed side of “North Windows”"	"25.8N,111.3333W"	28-Jul-2004	"M Craig & B Erisman, SIO grad. students"			
FISHCARD_miu_393.1	Nematistius pectoralis	MiFish Teleost	MiFish Teleost	#04-86	Mexico	inside Puerto Escondido harbor	"25.8N,111.3333W"	28-Jul-2004	"M Craig & B Erisman, SIO grad. students"			
FISHCARD_miu_394.1	Sarda chiliensis	MiFish Teleost	MiFish Teleost	#04-102	USA	San Diego Co.: La Jolla:  “few hundred yards off SIO Pier”	"32.8667N,117.25W"	8-Jul-2004	"C Sepulveda, SIO grad. student"			
FISHCARD_miu_395.1	Lutjanus novemfasciatus	MiFish Teleost	MiFish Teleost	#04-89	Mexico	Puerto Escondido	"25.8N,111.3333W"	16-Jul-2004	"B Erisman, SIO grad. student"			
FISHCARD_miu_396.1	Lythrypnus zebra	MiFish Teleost	MiFish Teleost	#04-44	USA	San Diego Co.: La Jolla Cove	"32.85N,117.2667W"	7-May-2004	"J Hyde & B Erisman, SIO grad. students"			
FISHCARD_miu_397.1	Chirolophis decoratus	MiFish Teleost	MiFish Teleost	#04-103	USA	Puget Sound:  Port Orchard NMFS salmon pens	"47.5333N,122.6667W"	1-Sep-2003	"R Burhans & M Ball, SIO Aquarium"			
FISHCARD_miu_398.1	Sebastolobus altivelis	MiFish Teleost	MiFish Teleost	#04-80	USA	NULL		21-Jun-2004	"via RN Lea, Calif. Fish & Game"			
FISHCARD_miu_399.1	Enophrys bison	MiFish Teleost	MiFish Teleost	#04-103	USA	Puget Sound:  Port Orchard NMFS salmon pens	"47.5333N,122.6667W"	1-Sep-2003	"R Burhans & M Ball, SIO Aquarium"			
FISHCARD_miu_400.1	Icelinus fimbriatus	MiFish Teleost	MiFish Teleost	#04-77	USA	Monterey Canyon	"36.7933N,121.8317W"	28-Mar-2004	"via RN Lea, Calif. Fish & Game"			
FISHCARD_miu_401.1	Coryphaenoides yaquinae	MiFish Teleost	MiFish Teleost	#04-101	USA	NULL	"34.7N,123.25W"	2-Jul-2004	"D Bailey, SIO"			
FISHCARD_miu_402.1	Liparis florae	MiFish Teleost	MiFish Teleost	#04-103	USA	Puget Sound:  Port Orchard NMFS salmon pens	"47.5333N,122.6667W"	1-Sep-2003	"R Burhans & M Ball, SIO Aquarium"			
FISHCARD_miu_403.1	Odontopyxis trispinosa	MiFish Teleost	MiFish Teleost	#04-103	USA	Puget Sound:  Port Orchard NMFS salmon pens	"47.5333N,122.6667W"	1-Sep-2003	"R Burhans & M Ball, SIO Aquarium"			
FISHCARD_miu_404.1	Podothecus accipenserinus	MiFish Teleost	MiFish Teleost	#04-103	USA	Puget Sound:  Port Orchard NMFS salmon pens	"47.5333N,122.6667W"	1-Sep-2003	"R Burhans & M Ball, SIO Aquarium"			
FISHCARD_miu_405.1	Calamus brachysomus	MiFish Teleost	MiFish Teleost	#04-113	Mexico	Bahia de Los Angeles:  off sand spit between Turtle Camp & lighthouse	"29N,113.5W"	11-Sep-2004	"M Craig, HJ Walker & J Hyde, SIO"			
FISHCARD_miu_406.1	Phanerodon vacca	MiFish Teleost	MiFish Teleost	#04-103	USA	Puget Sound:  Port Orchard NMFS salmon pens	"47.5333N,122.6667W"	1-Sep-2003	"R Burhans & M Ball, SIO Aquarium"			
FISHCARD_miu_407.1	Anoplarchus purpurescens	MiFish Teleost	MiFish Teleost	#04-103	USA	Puget Sound:  Port Orchard NMFS salmon pens	"47.5333N,122.6667W"	1-Sep-2003	"R Burhans & M Ball, SIO Aquarium"			
FISHCARD_miu_408.1	Microgadus proximus	MiFish Teleost	MiFish Teleost	#04-103	USA	Puget Sound:  Port Orchard NMFS salmon pens	"47.5333N,122.6667W"	1-Sep-2003	"R Burhans & M Ball, SIO Aquarium"			
FISHCARD_miu_409.1	Gadus chalcogrammus	MiFish Teleost	MiFish Teleost	#04-103	USA	Puget Sound:  Port Orchard NMFS salmon pens	"47.5333N,122.6667W"	1-Sep-2003	"R Burhans & M Ball, SIO Aquarium"			
FISHCARD_miu_410.1	Phtheirichthys lineatus	MiFish Teleost	MiFish Teleost	#04-194	USA	"off Kona Coast, Hawaii"	"19.24N,155.7W"	24-Sep-2004	"J Hyde, SIO, & NMFS party"			
FISHCARD_miu_411.1	Makaira nigricans	MiFish Teleost	MiFish Teleost	#04-194	USA	"off Kona Coast, Hawaii"	"19.24N,155.7W"	24-Sep-2004	"J Hyde, SIO, & NMFS party"			
FISHCARD_miu_412.1	Xiphias gladius	MiFish Teleost	MiFish Teleost	#04-194	USA	"off Kona Coast, Hawaii"	"19.24N,155.7W"	24-Sep-2004	"J Hyde, SIO, & NMFS party"			
FISHCARD_miu_413.1	Hexagrammos stelleri	MiFish Teleost	MiFish Teleost	#04-103	USA	Puget Sound:  Port Orchard NMFS salmon pens	"47.5333N,122.6667W"	1-Sep-2003	"R Burhans & M Ball, SIO Aquarium"			
FISHCARD_miu_414.1	Enophrys bison	MiFish Teleost	MiFish Teleost	#04-103	USA	Puget Sound:  Port Orchard NMFS salmon pens	"47.5333N,122.6667W"	1-Sep-2003	"R Burhans & M Ball, SIO Aquarium"			
FISHCARD_miu_415.1	Agonopsis sterletus	MiFish Teleost	MiFish Teleost	#04-190	USA	San Diego Co.: La Jolla: Scripps Canyon	"32.8667N,117.25W"	9-Nov-2004	"P Ajtai & J Hyde, SIO grad. students"			
FISHCARD_miu_416.1	Anoplarchus purpurescens	MiFish Teleost	MiFish Teleost	#04-103	USA	Puget Sound:  Port Orchard NMFS salmon pens	"47.5333N,122.6667W"	1-Sep-2003	"R Burhans & M Ball, SIO Aquarium"			
FISHCARD_miu_417.1	Apodichthys flavidus	MiFish Teleost	MiFish Teleost	#04-104	USA	Puget Sound:  Port Orchard NMFS salmon pens	"47.5333N,122.6667W"	20-Sep-2003	"R Burhans & M Ball, SIO Aquarium"			
FISHCARD_miu_418.1	Chirolophis decoratus	MiFish Teleost	MiFish Teleost	#04-103	USA	Puget Sound:  Port Orchard NMFS salmon pens	"47.5333N,122.6667W"	1-Sep-2003	"R Burhans & M Ball, SIO Aquarium"			
FISHCARD_miu_419.1	Pholis ornata	MiFish Teleost	MiFish Teleost	#04-103	USA	Puget Sound:  Port Orchard NMFS salmon pens	"47.5333N,122.6667W"	1-Sep-2003	"R Burhans & M Ball, SIO Aquarium"			
FISHCARD_miu_420.1	Coryphaenoides yaquinae	MiFish Teleost	MiFish Teleost	#04-101	USA	NULL	"34.7N,123.25W"	2-Jul-2004	"D Bailey, SIO"			
FISHCARD_miu_421.1	Lepidopsetta bilineata	MiFish Teleost	MiFish Teleost	#04-103	USA	Puget Sound:  Port Orchard NMFS salmon pens	"47.5333N,122.6667W"	1-Sep-2003	"R Burhans & M Ball, SIO Aquarium"			
FISHCARD_miu_422.1	Parophrys vetulus	MiFish Teleost	MiFish Teleost	#04-103	USA	Puget Sound:  Port Orchard NMFS salmon pens	"47.5333N,122.6667W"	1-Sep-2003	"R Burhans & M Ball, SIO Aquarium"			
FISHCARD_miu_423.1	Platichthys stellatus	MiFish Teleost	MiFish Teleost	#04-103	USA	Puget Sound:  Port Orchard NMFS salmon pens	"47.5333N,122.6667W"	1-Sep-2003	"R Burhans & M Ball, SIO Aquarium"			
FISHCARD_miu_424.1	Pleuronichthys coenosus	MiFish Teleost	MiFish Teleost	#04-103	USA	Puget Sound:  Port Orchard NMFS salmon pens	"47.5333N,122.6667W"	1-Sep-2003	"R Burhans & M Ball, SIO Aquarium"			
FISHCARD_miu_425.1	Pomacanthus zonipectus	MiFish Teleost	MiFish Teleost	#05-56	Mexico	Isla Carmen	"25.9667N,111.0833W"	8-May-2005	"B Erisman, SIO & J Sanchez, UCDavis"			
FISHCARD_miu_426.1	Sufflamen verres	MiFish Teleost	MiFish Teleost	#05-56	Mexico	Isla Carmen	"25.9667N,111.0833W"	8-May-2005	"B Erisman, SIO & J Sanchez, UCDavis"			
FISHCARD_miu_427.1	Cephalopholis colonus	MiFish Teleost	MiFish Teleost	#05-59	Mexico	Isla Carmen	"25.9667N,111.0833W"	25-May-2005	"B Erisman, SIO"			
FISHCARD_miu_428.1	Echeneis naucrates	MiFish Teleost	MiFish Teleost	#05-37	Australia	Port Stephens	"32.13S,152.0817E"	1-Mar-2005	"K Gray, VIMS grad. student"			
FISHCARD_miu_429.1	Remora australis	MiFish Teleost	MiFish Teleost	#05-32	USA	"off Kona, Hawaii"	"19.64N,155.995W"	26-May-2005	J Hyde (SIO) & NMFS party			
FISHCARD_miu_430.1	Remora brachyptera	MiFish Teleost	MiFish Teleost	#05-36	Panama	Pinas Bay	"7.55N,78.2W"	1-Mar-2005	"J Graves, VIMS [exchange]"			
FISHCARD_miu_431.1	Hemilepidotus hemilepidotus	MiFish Teleost	MiFish Teleost	#05-113	USA	off northern California	"37.9167N,122.5W"	30-Jul-2005	NULL			
FISHCARD_miu_432.1	Sternoptyx obscura	MiFish Teleost	MiFish Teleost	#05-04	USA	NULL	"34.695N,123.21W"	1-Feb-2005	"D Bailey (K Smith lab), SIO"			
FISHCARD_miu_433.1	Diplophos taenia	MiFish Teleost	MiFish Teleost	#04-194	USA	"off Kona Coast, Hawaii"	"19.24N,155.7W"	24-Sep-2004	"J Hyde, SIO, & NMFS party"			
FISHCARD_miu_434.1	Paraclinus integripinnis	MiFish Teleost	MiFish Teleost	#04-46	USA	San Diego Co.: Point Loma: Cabrillo National Monument	"32.6833N,117.2333W"	13-Apr-2004	"M Craig, J Hyde & HJ Walker, SIO party"			
FISHCARD_miu_435.1	Cyclothone pallida	MiFish Teleost	MiFish Teleost	#05-80	NULL	NULL		21-Jun-2005	"D Bailey & K Smith, SIO"			
FISHCARD_miu_436.1	Bajacalifornia burragei	MiFish Teleost	MiFish Teleost	#05-80	NULL	NULL	"34.6983N,123.205W"	21-Jun-2005	"D Bailey & K Smith, SIO"			
FISHCARD_miu_437.1	Nezumia liolepis	MiFish Teleost	MiFish Teleost	#05-104	USA	San Diego Co.: off Point Loma	"32.6N,117.5083W"	2-Oct-2005	"P Hastings, L Levin, C Klepadlo & SIO party"			
FISHCARD_miu_438.1	Holtbyrnia latifrons	MiFish Teleost	MiFish Teleost	#05-105	USA	San Diego Co.: off Point Loma	"32.6N,117.5083W"	2-Oct-2005	"P Hastings, L Levin, C Klepadlo & SIO party"			
FISHCARD_miu_439.1	Lipolagus ochotensis	MiFish Teleost	MiFish Teleost	#05-105	USA	San Diego Co.: off Point Loma	"32.6N,117.5083W"	2-Oct-2005	"P Hastings, L Levin, C Klepadlo & SIO party"			
FISHCARD_miu_440.1	Poromitra crassiceps	MiFish Teleost	MiFish Teleost	#05-105	USA	San Diego Co.: off Point Loma	"32.6N,117.5083W"	2-Oct-2005	"P Hastings, L Levin, C Klepadlo & SIO party"			
FISHCARD_miu_441.1	Syngnathus californiensis	MiFish Teleost	MiFish Teleost	#02-71	USA	San Diego Co.: La Jolla:  near SIO	"32.8667N,117.25W"	18-Jun-2002	"M Craig, J Fodrie & M Newman, SIO grad. students"			
FISHCARD_miu_442.1	Lycenchelys camchatica	MiFish Teleost	MiFish Teleost	#05-90	USA	NULL	"36N,122W"	9-Jul-2005	D Kamikawa & NMFS party			
FISHCARD_miu_443.1	Cataetyx rubrirostris	MiFish Teleost	MiFish Teleost	#05-97	USA	NULL	"32.83N,117.7833W"	23-Jul-2005	D Kamikawa & NMFS party			
FISHCARD_miu_444.1	Lycodapus mandibularis	MiFish Teleost	MiFish Teleost	#05-99	USA	NULL	"34N,118W"	21-Jul-2005	D Kamikawa & NMFS party			
FISHCARD_miu_445.1	Alosa sapidissima	MiFish Teleost	MiFish Teleost	#05-88	USA	NULL	"36N,122W"	9-Jul-2005	D Kamikawa & NMFS party			
FISHCARD_miu_446.1	Anoplopoma fimbria	MiFish Teleost	MiFish Teleost	#05-89	USA	NULL	"35.965N,121.6267W"	9-Jul-2005	D Kamikawa & NMFS party			
FISHCARD_miu_447.1	Hippoglossina stomata	MiFish Teleost	MiFish Teleost	#05-88	USA	NULL	"36N,122W"	9-Jul-2005	D Kamikawa & NMFS party			
FISHCARD_miu_448.1	Eptatretus deani	MiFish Teleost	MiFish Teleost	#05-95	USA	NULL	"34.5267N,121.1083W"	16-Jul-2005	D Kamikawa & NMFS party			
FISHCARD_miu_449.1	Antimora microlepis	MiFish Teleost	MiFish Teleost	#05-103	USA	NULL	"33.1617N,118.4733W"	22-Jul-2005	D Kamikawa & NMFS party			
FISHCARD_miu_450.1	Physiculus rastrelliger	MiFish Teleost	MiFish Teleost	#05-100	USA	NULL	"33.5567N,117.8833W"	22-Jul-2005	D Kamikawa & NMFS party			
FISHCARD_miu_451.1	Bothrocara brunneum	MiFish Teleost	MiFish Teleost	#05-87	USA	NULL	"36.3867N,122.0667W"	9-Jul-2005	D Kamikawa & NMFS party			
FISHCARD_miu_452.1	Alepocephalus tenebrosus	MiFish Teleost	MiFish Teleost	#05-165	USA	NULL	"34.5333N,121.1167W"	25-Oct-1997	NMFS			
FISHCARD_miu_453.1	Anoplarchus insignis	MiFish Teleost	MiFish Teleost	#05-169	USA	San Juan Island	"48.5333N,123.0167W"	1-Jul-1999	S Norton			
FISHCARD_miu_454.1	Bathyagonus alascanus	MiFish Teleost	MiFish Teleost	#05-199	USA	NULL	"48.585N,122.9383W"	21-Apr-2004	"W Palsson, Wash. Dept. Fish & Wildlife"			
FISHCARD_miu_455.1	Benthalbella dentata	MiFish Teleost	MiFish Teleost	#05-164	USA	NULL		4-Nov-1996	"W Flerx, NMFS-Seattle"			
FISHCARD_miu_456.1	Bertella idiomorpha	MiFish Teleost	MiFish Teleost	#05-158	USA	NULL	"55.385N,155.4433W"	31-May-1991	NMFS-Seattle			
FISHCARD_miu_457.1	Blepsias cirrhosus	MiFish Teleost	MiFish Teleost	#05-185	Russia	South Moneron Island	"46.2367N,141.2333E"	24-Aug-2001	G Jensen & D Stevenson			
FISHCARD_miu_458.1	Borostomias panamensis	MiFish Teleost	MiFish Teleost	#05-176	NULL	NULL	"8.9667N,111.6W"	16-Sep-2000	"RL Pitman, NMFS-La Jolla"			
FISHCARD_miu_459.1	Ceratias holboelli	MiFish Teleost	MiFish Teleost	#05-159	USA	NULL	"54.3833N,166.65W"	20-Feb-1992	NMFS-Seattle			
FISHCARD_miu_460.1	Chaenophryne longiceps	MiFish Teleost	MiFish Teleost	#05-160	Greenland	Davis Strait	"63.75N,56.235W"	5-Aug-1994	K Sato			
FISHCARD_miu_461.1	Chaenophryne melanorhabdus	MiFish Teleost	MiFish Teleost	#05-167	USA	NULL	"38.695N,123.8783W"	2-Nov-1997	NMFS			
FISHCARD_miu_462.1	Chirolophis nugator	MiFish Teleost	MiFish Teleost	#05-183	USA	NULL	"48.485N,123.235W"	14-Jun-2001	Wash. Dept. Fish & Wildlife			
FISHCARD_miu_463.1	Cottus asper	MiFish Teleost	MiFish Teleost	#05-198	USA	NULL	"46.2067N,123.4317W"	11-Aug-2003	"M Paquin, NMFS"			
FISHCARD_miu_464.1	Cryptacanthodes giganteus	MiFish Teleost	MiFish Teleost	#05-195	USA	Puget Sound	"48.3933N,123.6783W"	10-Jun-2003	"W Palsson, Wash. Dept. Fish & Wildlife"			
FISHCARD_miu_465.1	Gasterosteus aculeatus	MiFish Teleost	MiFish Teleost	#05-168	Russia	Tanfilyeva Island	"43.4467N,145.9433E"	19-Aug-1998	E Macdonald & party			
FISHCARD_miu_466.1	Gonichthys tenuiculus	MiFish Teleost	MiFish Teleost	#05-177	NULL	NULL	"6.6167N,84.8W"	8-Oct-2000	"RL Pitman, NMFS-La Jolla"			
FISHCARD_miu_467.1	Hemilepidotus spinosus	MiFish Teleost	MiFish Teleost	#05-192	USA	Puget Sound	"48.22N,123.0583W"	15-May-2003	"W Palsson, Wash. Dept. Fish & Wildlife"			
FISHCARD_miu_468.1	Hexagrammos lagocephalus	MiFish Teleost	MiFish Teleost	#06-003	USA	NULL			gift: Univ. of Washington			
FISHCARD_miu_469.1	Hippoglossus stenolepis	MiFish Teleost	MiFish Teleost	#05-196	USA	Puget Sound		18-Jun-2003	"W Palsson, Wash. Dept. Fish & Wildlife"			
FISHCARD_miu_470.1	Hygophum atratum	MiFish Teleost	MiFish Teleost	#05-173	NULL	NULL		3-Aug-2000	"RL Pitman, NMFS-La Jolla"			
FISHCARD_miu_471.1	Hygophum proximum	MiFish Teleost	MiFish Teleost	#05-174	NULL	NULL		24-Aug-2000	"RL Pitman, NMFS-La Jolla"			
FISHCARD_miu_472.1	Hypomesus pretiosus	MiFish Teleost	MiFish Teleost	#05-193	USA	NULL		20-May-2003	Wash. Dept. Fish & Wildlife			
FISHCARD_miu_473.1	Icelinus tenuis	MiFish Teleost	MiFish Teleost	#05-180	USA	NULL		16-May-2001	Wash. Dept. Fish & Wildlife			
FISHCARD_miu_474.1	Lampanyctus parvicauda	MiFish Teleost	MiFish Teleost	#05-175	NULL	NULL		31-Aug-2000	"RL Pitman, NMFS-La Jolla"			
FISHCARD_miu_475.1	Entosphenus tridentatus	MiFish Teleost	MiFish Teleost	#05-179	USA	NULL		12-May-2001	"WE Palsson, Wash. Dept. Fish & Wildlife"			
FISHCARD_miu_476.1	Lepidogobius lepidus	MiFish Teleost	MiFish Teleost	#05-182	USA	NULL		5-Jun-2001	Wash. Dept. Fish & Wildlife			
FISHCARD_miu_477.1	Lepidopus fitchi	MiFish Teleost	MiFish Teleost	#05-163	USA	NULL		3-Nov-1996	"W Flerx, NMFS-Seattle"			
FISHCARD_miu_478.1	Liparis fucensis	MiFish Teleost	MiFish Teleost	#05-195	USA	Puget Sound		10-Jun-2003	"W Palsson, Wash. Dept. Fish & Wildlife"			
FISHCARD_miu_479.1	Liparis pulchellus	MiFish Teleost	MiFish Teleost	#05-200	USA	NULL		21-May-2004	"W Palsson, Wash. Dept. Fish & Wildlife"			
FISHCARD_miu_480.1	Lophodolos acanthognathus	MiFish Teleost	MiFish Teleost	#05-160	Greenland	Davis Strait		5-Aug-1994	K Sato			
FISHCARD_miu_481.1	Lumpenus sagitta	MiFish Teleost	MiFish Teleost	#05-190	USA	St. Vendovi		29-Apr-2003	"S OÕNeill & J West, Wash. Dept. Fish & Wildlife"			
FISHCARD_miu_482.1	Melanocetus johnsonii	MiFish Teleost	MiFish Teleost	#05-166	USA	NULL		27-Oct-1997	"JW Orr, NMFS-Seattle"			
FISHCARD_miu_483.1	Mirorictus taningi	MiFish Teleost	MiFish Teleost	#05-165	USA	NULL		25-Oct-1997	NMFS			
FISHCARD_miu_484.1	Myctophum aurolaternatum	MiFish Teleost	MiFish Teleost	#05-178	NULL	NULL		22-Nov-2000	"RL Pitman, NMFS-La Jolla"			
FISHCARD_miu_485.1	Myctophum lychnobium	MiFish Teleost	MiFish Teleost	#05-170	NULL	NULL		6-Aug-1999	"RL Pitman, NMFS-La Jolla"			
FISHCARD_miu_486.1	Myctophum nitidulum	MiFish Teleost	MiFish Teleost	#05-171	NULL	NULL		10-Nov-1999	"RL Pitman, NMFS-La Jolla"			
FISHCARD_miu_487.1	Nautichthys oculofasciatus	MiFish Teleost	MiFish Teleost	#05-189	USA	Myrtle Edwards Park		23-Apr-2003	"M Meyers, Wash. Dept. Fish & Wildlife"			
FISHCARD_miu_488.1	Oncorhynchus gorbuscha	MiFish Teleost	MiFish Teleost	#05-162	Russia	"Sea of Okhotsk, Kuril Islands"		24-Aug-1995	JA Lopez & AA Balanov			
FISHCARD_miu_489.1	Oncorhynchus keta	MiFish Teleost	MiFish Teleost	#05-161	Russia	"Sea of Okhotsk, Kuril Islands"		4-Aug-2005	T Pietsch & party			
FISHCARD_miu_490.1	Oncorhynchus kisutch	MiFish Teleost	MiFish Teleost	#05-161	Russia	"Sea of Okhotsk, Kuril Islands"		4-Aug-1995	T Pietsch & party			
FISHCARD_miu_491.1	Oneirodes thompsoni	MiFish Teleost	MiFish Teleost	#06-003	USA	NULL			gift: Univ. of Washington			
FISHCARD_miu_492.1	Pholis clemensi	MiFish Teleost	MiFish Teleost	#05-169	USA	San Juan Island		1-Jul-1999	S Norton			
FISHCARD_miu_493.1	Pholis laeta	MiFish Teleost	MiFish Teleost	#05-172	USA	San Juan Island		8-Jun-2000	S Norton			
FISHCARD_miu_494.1	Poroclinus rothrocki	MiFish Teleost	MiFish Teleost	#05-187	USA	NULL		12-Jun-2002	"E Acuna, NMFS-La Jolla"			
FISHCARD_miu_495.1	Reinhardtius hippoglossoides	MiFish Teleost	MiFish Teleost	#05-188	USA	NULL		5-Feb-2003	S Robinson			
FISHCARD_miu_496.1	Spirinchus starksi	MiFish Teleost	MiFish Teleost	#05-194	USA	Puget Sound		23-May-2003	"W Palsson, Wash. Dept. Fish & Wildlife"			
FISHCARD_miu_497.1	Synchirus gilli	MiFish Teleost	MiFish Teleost	#05-186	USA	San Juan Island		20-Mar-2002	L Britt			
FISHCARD_miu_498.1	Gadus chalcogrammus	MiFish Teleost	MiFish Teleost	#05-191	USA	Strait of Georgia		29-Apr-2003	"S OÕNeill & J West, Wash. Dept. Fish & Wildlife"			
FISHCARD_miu_499.1	Trichodon trichodon	MiFish Teleost	MiFish Teleost	#05-197	USA	NULL		27-Jun-2003	C  Bucher			
FISHCARD_miu_500.1	Phytichthys chirus	MiFish Teleost	MiFish Teleost	#05-172	USA	San Juan Island		8-Jun-2000	S Norton			
FISHCARD_miu_501.1	Xiphister atropurpureus	MiFish Teleost	MiFish Teleost	#05-172	USA	San Juan Island		8-Jun-2000	S Norton			
FISHCARD_miu_502.1	Anotopterus pharao	MiFish Teleost	MiFish Teleost	#06-16	USA	NULL	"36.715N,122.285W"	29-Oct-1997	KA Moots			
FISHCARD_miu_503.1	Aphanopus arigato	MiFish Teleost	MiFish Teleost	#06-19	USA	NULL	"39.4833N,124.0767W"	3-Nov-1997	KA Moots			
FISHCARD_miu_504.1	Argyropelecus aculeatus	MiFish Teleost	MiFish Teleost	#06-11	USA	NULL	"34.8933N,121.5033W"	26-Oct-1997	KA Moots			
FISHCARD_miu_505.1	Artedius harringtoni	MiFish Teleost	MiFish Teleost	#06-4	USA	Whidbey Island: Saratoga Passage	"48.0233N,122.2417W"	11-Oct-2005	W Palsson & T Parra			
FISHCARD_miu_506.1	Careproctus cypselurus	MiFish Teleost	MiFish Teleost	#06-17	USA	NULL	"37.25N,123.14W"	31-Oct-1997	KA Moots			
FISHCARD_miu_507.1	Caristius macropus	MiFish Teleost	MiFish Teleost	#06-33	USA	NULL	"54.4883N,166.3217W"	6-Aug-2004	NMFS-Seattle			
FISHCARD_miu_508.1	Cebidichthys violaceus	MiFish Teleost	MiFish Teleost	#06-42	USA	San Luis Obispo Co.:  Cambria; intertidal	"35.5933N,121.5933W"	25-Jun-1905	"M Ramon, UC Santa Cruz"			
FISHCARD_miu_509.1	Clinocottus acuticeps	MiFish Teleost	MiFish Teleost	#06-46	USA	Bob Creek	"43N,124.25W"		"M Ramon [via G Bernardi, UCSanta Cruz]"			
FISHCARD_miu_510.1	Clinocottus embryum	MiFish Teleost	MiFish Teleost	#06-49	USA	NULL	"45N,124W"	27-Jun-1905	"C Pfister [via G Bernardi, UCSanta Cruz]"			
