Oct2019_seq_number	X12S_Oct2019_LSC.B.1.S22.L001	X12S_Oct2019_PP.B.1.S4.L001	X12S_Oct2019_PedRF.B.1.S13.L001	sum taxonomy
forward_12S_Oct2019_1204	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1205	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1206	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1207	0	1	0	
forward_12S_Oct2019_1208	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1209	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1210	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1211	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1212	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1213	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1214	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1215	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1216	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1217	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1218	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1219	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1220	0	1	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_1221	0	1	0	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;
forward_12S_Oct2019_1222	0	1	0	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;
forward_12S_Oct2019_1223	0	1	0	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;
forward_12S_Oct2019_1224	0	1	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_1225	0	1	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_1226	0	1	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_1227	0	1	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_1228	0	1	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_1229	0	1	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_1230	0	1	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_1231	0	1	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_1232	0	1	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_1233	0	1	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_1234	0	1	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_1235	0	1	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_1236	0	1	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_1237	0	1	0	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;
forward_12S_Oct2019_1238	0	1	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_1239	0	1	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_1240	0	1	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_1241	0	1	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni
forward_12S_Oct2019_1242	0	1	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni
forward_12S_Oct2019_1243	0	1	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni
forward_12S_Oct2019_1244	0	1	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni
forward_12S_Oct2019_1245	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1246	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_12S_Oct2019_1247	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1248	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1249	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;;;
forward_12S_Oct2019_1250	0	1	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni
forward_12S_Oct2019_1251	0	1	0	
forward_12S_Oct2019_1252	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1253	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1254	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1255	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1256	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1257	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1258	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1259	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1260	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1261	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1262	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1263	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1264	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1265	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1266	0	1	0	
forward_12S_Oct2019_1267	0	1	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Brachyistius;Brachyistius frenatus
forward_12S_Oct2019_1268	0	1	0	
forward_12S_Oct2019_1269	0	0	1	
forward_12S_Oct2019_1270	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_12S_Oct2019_1271	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1272	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1273	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_12S_Oct2019_1274	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_12S_Oct2019_1275	0	0	1	
forward_12S_Oct2019_1276	0	0	1	
forward_12S_Oct2019_1277	0	0	1	
forward_12S_Oct2019_1278	0	0	1	
forward_12S_Oct2019_1279	0	0	1	
forward_12S_Oct2019_1280	0	0	1	
forward_12S_Oct2019_1281	0	0	1	
forward_12S_Oct2019_1282	0	0	1	
forward_12S_Oct2019_1283	0	0	1	
forward_12S_Oct2019_1284	0	0	1	
forward_12S_Oct2019_1285	0	0	1	
forward_12S_Oct2019_1286	0	0	1	
forward_12S_Oct2019_1287	0	0	1	
forward_12S_Oct2019_1288	0	0	1	
forward_12S_Oct2019_1289	0	0	1	
forward_12S_Oct2019_1290	0	0	1	
forward_12S_Oct2019_1291	0	0	1	
forward_12S_Oct2019_1292	0	0	1	
forward_12S_Oct2019_1293	0	0	1	
forward_12S_Oct2019_1294	0	0	1	
forward_12S_Oct2019_1295	0	0	1	
forward_12S_Oct2019_1296	0	0	1	
forward_12S_Oct2019_1297	0	0	1	
forward_12S_Oct2019_1298	0	0	1	
forward_12S_Oct2019_1299	0	0	1	
forward_12S_Oct2019_1300	0	0	1	
forward_12S_Oct2019_1301	0	0	1	
forward_12S_Oct2019_1302	0	0	1	
forward_12S_Oct2019_1303	0	0	1	
forward_12S_Oct2019_1304	0	0	1	
forward_12S_Oct2019_1305	0	0	1	
forward_12S_Oct2019_1306	0	0	1	
forward_12S_Oct2019_1307	0	0	1	
forward_12S_Oct2019_1308	0	0	1	
forward_12S_Oct2019_1309	0	0	1	
forward_12S_Oct2019_1310	0	0	1	
forward_12S_Oct2019_1311	0	0	1	
forward_12S_Oct2019_1312	0	0	1	
forward_12S_Oct2019_1313	0	0	1	
forward_12S_Oct2019_1314	0	0	1	
forward_12S_Oct2019_1315	0	0	1	
forward_12S_Oct2019_1316	0	0	1	
forward_12S_Oct2019_1317	0	0	1	
forward_12S_Oct2019_1318	0	0	1	
forward_12S_Oct2019_1319	0	0	1	
forward_12S_Oct2019_1320	0	0	1	
forward_12S_Oct2019_1321	0	0	1	
forward_12S_Oct2019_1322	0	0	1	
forward_12S_Oct2019_1323	0	0	1	
forward_12S_Oct2019_1324	0	0	1	
forward_12S_Oct2019_1325	0	0	1	
forward_12S_Oct2019_1326	0	0	1	
forward_12S_Oct2019_1327	0	0	1	
forward_12S_Oct2019_1328	0	0	1	
forward_12S_Oct2019_1329	0	0	1	
forward_12S_Oct2019_1330	0	0	1	
forward_12S_Oct2019_1331	0	0	1	
forward_12S_Oct2019_1332	0	0	1	
forward_12S_Oct2019_1333	0	0	1	
forward_12S_Oct2019_1334	0	0	1	
forward_12S_Oct2019_1335	0	0	1	
forward_12S_Oct2019_1336	0	0	1	
forward_12S_Oct2019_1337	0	0	1	
forward_12S_Oct2019_1338	0	0	1	
forward_12S_Oct2019_1339	0	0	1	
forward_12S_Oct2019_1340	0	0	1	
forward_12S_Oct2019_1341	0	0	1	
forward_12S_Oct2019_1342	0	0	1	
forward_12S_Oct2019_1343	0	0	1	
forward_12S_Oct2019_1344	0	0	1	
forward_12S_Oct2019_1345	0	0	1	
forward_12S_Oct2019_1346	0	0	1	
forward_12S_Oct2019_1347	0	0	1	
forward_12S_Oct2019_1348	0	0	1	
forward_12S_Oct2019_1349	0	0	1	
forward_12S_Oct2019_1350	0	0	1	
forward_12S_Oct2019_1351	0	0	1	
forward_12S_Oct2019_1352	0	0	1	
forward_12S_Oct2019_1353	0	0	1	
forward_12S_Oct2019_1354	0	0	1	
forward_12S_Oct2019_1355	0	0	1	
forward_12S_Oct2019_1356	0	0	1	
forward_12S_Oct2019_1357	0	0	1	
forward_12S_Oct2019_1358	0	0	1	
forward_12S_Oct2019_1359	0	0	1	
forward_12S_Oct2019_1360	0	0	1	
forward_12S_Oct2019_1361	0	0	1	
forward_12S_Oct2019_1362	0	0	1	
forward_12S_Oct2019_1363	0	0	1	
forward_12S_Oct2019_1364	0	0	1	
forward_12S_Oct2019_1365	0	0	1	
forward_12S_Oct2019_1366	0	0	1	
forward_12S_Oct2019_1367	0	0	1	
forward_12S_Oct2019_1368	0	0	1	
forward_12S_Oct2019_1369	0	0	1	
forward_12S_Oct2019_1370	0	0	1	
forward_12S_Oct2019_1371	0	0	1	
forward_12S_Oct2019_1372	0	0	1	
forward_12S_Oct2019_1373	0	0	1	
forward_12S_Oct2019_1374	0	0	1	
forward_12S_Oct2019_1375	0	0	1	
forward_12S_Oct2019_1376	0	0	1	
forward_12S_Oct2019_1377	0	0	1	
forward_12S_Oct2019_1378	0	0	1	
forward_12S_Oct2019_1379	0	0	1	
forward_12S_Oct2019_1380	0	0	1	
forward_12S_Oct2019_1381	0	0	1	
forward_12S_Oct2019_1382	0	0	1	
forward_12S_Oct2019_1383	0	0	1	
forward_12S_Oct2019_1384	0	0	1	
forward_12S_Oct2019_1385	0	0	1	
forward_12S_Oct2019_1386	0	0	1	
forward_12S_Oct2019_1387	0	0	1	
forward_12S_Oct2019_1388	0	0	1	
forward_12S_Oct2019_1389	0	0	1	
forward_12S_Oct2019_1390	0	0	1	
forward_12S_Oct2019_1391	0	0	1	
forward_12S_Oct2019_1392	0	0	1	
forward_12S_Oct2019_1393	0	0	1	
forward_12S_Oct2019_1394	0	0	1	
forward_12S_Oct2019_1395	0	0	1	
forward_12S_Oct2019_1396	0	0	1	
forward_12S_Oct2019_1397	0	0	1	
forward_12S_Oct2019_1398	0	0	1	
forward_12S_Oct2019_1399	0	0	1	
forward_12S_Oct2019_1400	0	0	1	
forward_12S_Oct2019_1401	0	0	1	
forward_12S_Oct2019_1402	0	0	1	
forward_12S_Oct2019_1403	0	0	1	
forward_12S_Oct2019_1404	0	0	1	
forward_12S_Oct2019_1405	0	0	1	
forward_12S_Oct2019_1406	0	0	1	
forward_12S_Oct2019_1407	0	0	1	
forward_12S_Oct2019_1408	0	0	1	
forward_12S_Oct2019_1409	0	0	1	
forward_12S_Oct2019_1410	0	0	1	
forward_12S_Oct2019_1411	0	0	1	
forward_12S_Oct2019_1412	0	0	1	
forward_12S_Oct2019_1413	0	0	1	
forward_12S_Oct2019_1414	0	0	1	
forward_12S_Oct2019_1415	0	0	1	
forward_12S_Oct2019_1416	0	0	1	
forward_12S_Oct2019_1417	0	0	1	
forward_12S_Oct2019_1418	0	0	1	
forward_12S_Oct2019_1419	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1420	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_12S_Oct2019_1421	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_12S_Oct2019_1422	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_12S_Oct2019_1423	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_12S_Oct2019_1424	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_12S_Oct2019_1425	0	0	1	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_1426	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_12S_Oct2019_1427	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1428	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_12S_Oct2019_1429	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1430	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1431	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_12S_Oct2019_1432	0	0	1	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax unicolor
forward_12S_Oct2019_1433	0	0	1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;;
forward_12S_Oct2019_1434	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_12S_Oct2019_1435	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1436	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;
forward_12S_Oct2019_1437	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1438	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1439	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_12S_Oct2019_1440	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1441	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1442	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1443	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1444	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1445	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1446	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1447	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1448	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1449	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1450	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1451	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1452	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1453	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1454	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1455	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1456	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1457	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1458	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1459	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1460	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1461	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1462	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1463	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1464	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1465	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1466	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1467	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1468	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_12S_Oct2019_1469	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1470	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1471	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1472	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1473	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1474	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella simplicidens
forward_12S_Oct2019_1475	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1476	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella simplicidens
forward_12S_Oct2019_1477	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1478	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1479	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1480	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella simplicidens
forward_12S_Oct2019_1481	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1482	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1483	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_12S_Oct2019_1484	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_12S_Oct2019_1485	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_12S_Oct2019_1486	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Micropterus;Micropterus punctulatus
forward_12S_Oct2019_1487	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_12S_Oct2019_1488	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_12S_Oct2019_1489	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_12S_Oct2019_1490	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_12S_Oct2019_1491	0	0	1	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_1492	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1493	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1494	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1495	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1496	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Oplegnathidae;Oplegnathus;Oplegnathus woodwardi
forward_12S_Oct2019_1497	0	0	1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus argentimaculatus
forward_12S_Oct2019_1498	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;;;
forward_12S_Oct2019_1499	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Oplegnathidae;Oplegnathus;Oplegnathus woodwardi
forward_12S_Oct2019_1500	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1501	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1502	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1503	0	0	1	
forward_12S_Oct2019_1504	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1505	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;;;
forward_12S_Oct2019_1506	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1507	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1508	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1509	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Peristediidae;Satyrichthys;Satyrichthys welchi
forward_12S_Oct2019_1510	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1511	0	0	1	
forward_12S_Oct2019_1512	0	0	1	
forward_12S_Oct2019_1513	0	0	1	
forward_12S_Oct2019_1514	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1515	0	0	1	
forward_12S_Oct2019_1516	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Oplegnathidae;Oplegnathus;Oplegnathus woodwardi
forward_12S_Oct2019_1517	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1518	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1519	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1520	0	0	1	
forward_12S_Oct2019_1521	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1522	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
